price,bedrooms,beds,bathrooms,accommodates,amenities_count,log_amenities_count,host_age_days,neighbourhood_median_price,is_shared_room,is_private_room,is_entire_place,te_neighbourhood,te_property_type
379.0,3.0,4.0,2.0,10,32,3.4965075614664802,4349.0,119.99999999999996,0,0,1,183.13023923676565,163.3338196098838
59.99999999999999,2.0,3.0,1.0,6,9,2.302585092994046,4298.0,119.50000000000003,0,0,1,133.41351455672125,141.45212834690346
79.99999999999997,1.0,1.0,1.0,2,20,3.044522437723423,4361.0,76.99999999999996,0,1,0,98.48318089296953,141.45212834690346
129.99999999999997,1.0,1.0,1.0,3,13,2.6390573296152584,4255.0,110.00000000000004,0,0,1,174.77011443856216,141.45212834690346
159.00000000000014,2.0,2.0,1.0,3,22,3.1354942159291497,5265.0,110.00000000000004,0,0,1,151.10906878877682,163.3338196098838
62.00000000000001,0.0,1.0,1.0,2,14,2.70805020110221,4745.0,64.99999999999999,0,0,1,82.66832305079724,141.45212834690346
199.99999999999991,2.0,2.0,1.0,7,19,2.995732273553991,3629.0,95.0,0,0,1,135.7199331306449,163.3338196098838
87.0,1.0,1.0,1.0,2,25,3.258096538021482,3669.0,70.50000000000006,0,1,0,86.25638787265449,141.45212834690346
32.0,1.0,4.0,1.5,4,12,2.5649493574615367,3069.0,69.00000000000001,1,0,0,85.68496290524878,57.26282828897082
59.99999999999999,1.0,1.0,1.0,2,11,2.4849066497880004,4335.0,110.00000000000004,0,1,0,142.31294791007707,163.3338196098838
142.99999999999994,1.0,1.0,1.0,2,12,2.5649493574615367,3096.0,188.0,0,0,1,204.95005189904413,141.45212834690346
